"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster8_control","13","4",2.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051171"">GO:0051171</a>","regulation of nitrogen compound metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.",0.001435196,2.84,"GO:0051171","control","BP",112,"cluster8","up"
"cluster8_control","14","4",4.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051173"">GO:0051173</a>","positive regulation of nitrogen compound metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.",0.0004970049,3.3,"GO:0051173","control","BP",81,"cluster8","up"
"cluster8_control","15","4",2.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0080090"">GO:0080090</a>","regulation of primary metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism.",0.001050134,2.98,"GO:0080090","control","BP",117,"cluster8","up"
"cluster8_control","16","4",3.31,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009893"">GO:0009893</a>","positive regulation of metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.",0.001201611,2.92,"GO:0009893","control","BP",86,"cluster8","up"
"cluster8_control","17","4",2.01,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0019222"">GO:0019222</a>","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.",0.008614646,2.06,"GO:0019222","control","BP",126,"cluster8","up"
"cluster8_control","18","5",3.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051246"">GO:0051246</a>","regulation of protein metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein.",0.00126704,2.9,"GO:0051246","control","BP",72,"cluster8","up"
"cluster8_control","19","5",4.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051247"">GO:0051247</a>","positive regulation of protein metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein.",0.002066939,2.68,"GO:0051247","control","BP",52,"cluster8","up"
"cluster8_control","20","5",3.93,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010604"">GO:0010604</a>","positive regulation of macromolecule metabolic process","Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.",0.0002689405,3.57,"GO:0010604","control","BP",85,"cluster8","up"
"cluster8_control","21","5",2.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060255"">GO:0060255</a>","regulation of macromolecule metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.",0.002891097,2.54,"GO:0060255","control","BP",119,"cluster8","up"
"cluster8_control","22","6",3.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031325"">GO:0031325</a>","positive regulation of cellular metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",0.001011845,2.99,"GO:0031325","control","BP",82,"cluster8","up"
"cluster8_control","23","6",5.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010562"">GO:0010562</a>","positive regulation of phosphorus metabolic process","Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus.",0.007382629,2.13,"GO:0010562","control","BP",31,"cluster8","up"
"cluster8_control","24","6",5.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045937"">GO:0045937</a>","positive regulation of phosphate metabolic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates.",0.007382629,2.13,"GO:0045937","control","BP",31,"cluster8","up"
"cluster8_control","25","6",4.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0019220"">GO:0019220</a>","regulation of phosphate metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates.",0.007726225,2.11,"GO:0019220","control","BP",46,"cluster8","up"
"cluster8_control","26","6",4.04,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051174"">GO:0051174</a>","regulation of phosphorus metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus.",0.007726225,2.11,"GO:0051174","control","BP",46,"cluster8","up"
"cluster8_control","27","6",2.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031323"">GO:0031323</a>","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",0.009167499,2.04,"GO:0031323","control","BP",117,"cluster8","up"
"cluster8_control","28","6",3.96,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031324"">GO:0031324</a>","negative regulation of cellular metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",0.008184832,2.09,"GO:0031324","control","BP",65,"cluster8","up"
"cluster8_control","29","7",5.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031401"">GO:0031401</a>","positive regulation of protein modification process","Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein.",0.001344967,2.87,"GO:0031401","control","BP",39,"cluster8","up"
"cluster8_control","30","7",4.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031399"">GO:0031399</a>","regulation of protein modification process","Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein.",0.001754831,2.76,"GO:0031399","control","BP",53,"cluster8","up"
"cluster8_control","31","7",6.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031400"">GO:0031400</a>","negative regulation of protein modification process","Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein.",0.009918567,2,"GO:0031400","control","BP",24,"cluster8","up"
"cluster8_control","32","8",6.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0033674"">GO:0033674</a>","positive regulation of kinase activity","Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",0.004842888,2.31,"GO:0033674","control","BP",20,"cluster8","up"
"cluster8_control","33","8",6.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045860"">GO:0045860</a>","positive regulation of protein kinase activity","Any process that activates or increases the frequency, rate or extent of protein kinase activity.",0.004243073,2.37,"GO:0045860","control","BP",20,"cluster8","up"
"cluster8_control","34","8",4.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006468"">GO:0006468</a>","protein phosphorylation","The process of introducing a phosphate group on to a protein.",0.005424552,2.27,"GO:0006468","control","BP",25,"cluster8","up"
"cluster8_control","35","8",4.36,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016310"">GO:0016310</a>","phosphorylation","The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",0.007390664,2.13,"GO:0016310","control","BP",28,"cluster8","up"
"cluster8_control","36","9",9.23,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0038202"">GO:0038202</a>","TORC1 signaling","A series of intracellular molecular signals mediated by TORC1; TOR (target of rapamycin) in complex with at least Raptor (regulatory-associated protein of TOR), or orthologs of, and other signaling components.",0.005956819,2.22,"GO:0038202","control","BP",1,"cluster8","up"
"cluster8_control","37","9",3.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007165"">GO:0007165</a>","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",0.001962616,2.71,"GO:0007165","control","BP",84,"cluster8","up"
"cluster8_control","38","9",4.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035556"">GO:0035556</a>","intracellular signal transduction","The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.",0.00318635,2.5,"GO:0035556","control","BP",36,"cluster8","up"
"cluster8_control","39","9",6.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902532"">GO:1902532</a>","negative regulation of intracellular signal transduction","NA",0.003560901,2.45,"GO:1902532","control","BP",25,"cluster8","up"
"cluster8_control","40","9",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903432"">GO:1903432</a>","regulation of TORC1 signaling","NA",0.001992279,2.7,"GO:1903432","control","BP",5,"cluster8","up"
"cluster8_control","41","9",3.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009966"">GO:0009966</a>","regulation of signal transduction","Any process that modulates the frequency, rate or extent of signal transduction.",0.001374656,2.86,"GO:0009966","control","BP",79,"cluster8","up"
"cluster8_control","42","9",4.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902531"">GO:1902531</a>","regulation of intracellular signal transduction","NA",0.0003881803,3.41,"GO:1902531","control","BP",53,"cluster8","up"
"cluster8_control","43","10",8.31,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045685"">GO:0045685</a>","regulation of glial cell differentiation","Any process that modulates the frequency, rate or extent of glia cell differentiation.",0.009226025,2.03,"GO:0045685","control","BP",5,"cluster8","up"
"cluster8_control","44","10",4.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045595"">GO:0045595</a>","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features.",0.006840085,2.16,"GO:0045595","control","BP",56,"cluster8","up"
"cluster8_control","45","10",5.77,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045596"">GO:0045596</a>","negative regulation of cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation.",0.009591837,2.02,"GO:0045596","control","BP",26,"cluster8","up"
"cluster8_control","46","11",5.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044087"">GO:0044087</a>","regulation of cellular component biogenesis","Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component.",0.007116112,2.15,"GO:0044087","control","BP",36,"cluster8","up"
"cluster8_control","47","11",3.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051128"">GO:0051128</a>","regulation of cellular component organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",0.006566762,2.18,"GO:0051128","control","BP",74,"cluster8","up"
