"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_control","89","21",6.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032870"">GO:0032870</a>","cellular response to hormone stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus.",0.00795362,2.1,"GO:0032870","blue","up","control","BP"
"blue_control","90","21",6.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009611"">GO:0009611</a>","response to wounding","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.",0.009968499,2,"GO:0009611","blue","up","control","BP"
"blue_control","91","21",6.48,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045087"">GO:0045087</a>","innate immune response","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.",0.008034366,2.1,"GO:0045087","blue","up","control","BP"
"blue_control","92","22",10,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045475"">GO:0045475</a>","locomotor rhythm","The rhythm of the locomotor activity of an organism during its 24 hour activity cycle.",0.005380387,2.27,"GO:0045475","blue","up","control","BP"
"blue_control","93","22",7.58,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007612"">GO:0007612</a>","learning","Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.",0.006476742,2.19,"GO:0007612","blue","up","control","BP"
"blue_control","94","22",8.25,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008306"">GO:0008306</a>","associative learning","Learning by associating a stimulus (the cause) with a particular outcome (the effect).",0.007994684,2.1,"GO:0008306","blue","up","control","BP"
"blue_control","95","23",9.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008355"">GO:0008355</a>","olfactory learning","Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs in response to (repeated) exposure to an olfactory cue.",0.0004890801,3.31,"GO:0008355","blue","up","control","BP"
"blue_control","96","23",8.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042048"">GO:0042048</a>","olfactory behavior","The behavior of an organism in response to an odor.",0.005773506,2.24,"GO:0042048","blue","up","control","BP"
"blue_control","97","24",8.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0038061"">GO:0038061</a>","non-canonical NF-kappaB signal transduction","An intracellular signaling cassette characterized by the NIK-dependent processing and activation of NF-kappaB. Begins with activation of the NF-kappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-kappa B2 protein (p100) leading to p100 processing and release of an active NF-kappaB (p52). The non-canonical NF-kappaB signaling pathway is generally activated by ligands of the TNF receptor superfamily, including lymphotoxin beta (LTB), CD40, OX40, RANK, TWEAK and B cell-activating factor (BAFF).",0.007030074,2.15,"GO:0038061","blue","up","control","BP"
"blue_control","98","24",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901222"">GO:1901222</a>","regulation of non-canonical NF-kappaB signal transduction","NA",0.00323245,2.49,"GO:1901222","blue","up","control","BP"
"blue_control","99","24",10,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901224"">GO:1901224</a>","positive regulation of non-canonical NF-kappaB signal transduction","NA",0.005380387,2.27,"GO:1901224","blue","up","control","BP"
"blue_control","100","24",10,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030514"">GO:0030514</a>","negative regulation of BMP signaling pathway","Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway.",0.001791576,2.75,"GO:0030514","blue","up","control","BP"
"blue_control","101","24",6.4,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902532"">GO:1902532</a>","negative regulation of intracellular signal transduction","NA",0.003194361,2.5,"GO:1902532","blue","up","control","BP"
"blue_control","102","25",6.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050878"">GO:0050878</a>","regulation of body fluid levels","Any process that modulates the levels of body fluids.",0.007438686,2.13,"GO:0050878","blue","up","control","BP"
"blue_control","103","25",6.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050803"">GO:0050803</a>","regulation of synapse structure or activity","Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell).",0.007891514,2.1,"GO:0050803","blue","up","control","BP"
"blue_control","104","25",3.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0065008"">GO:0065008</a>","regulation of biological quality","Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc.",0.006937092,2.16,"GO:0065008","blue","up","control","BP"
"blue_control","105","26",2.93,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030154"">GO:0030154</a>","cell differentiation","The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.",0.004703164,2.33,"GO:0030154","blue","up","control","BP"
"blue_control","106","26",2.88,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048869"">GO:0048869</a>","cellular developmental process","A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition.",0.006089297,2.22,"GO:0048869","blue","up","control","BP"
"blue_control","107","27",6.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010721"">GO:0010721</a>","negative regulation of cell development","Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",0.009462006,2.02,"GO:0010721","blue","up","control","BP"
"blue_control","108","27",5.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045596"">GO:0045596</a>","negative regulation of cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation.",0.0007344142,3.13,"GO:0045596","blue","up","control","BP"
"blue_control","109","28",4.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051094"">GO:0051094</a>","positive regulation of developmental process","Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).",0.009620061,2.02,"GO:0051094","blue","up","control","BP"
"blue_control","110","28",3.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050793"">GO:0050793</a>","regulation of developmental process","Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).",0.007495152,2.13,"GO:0050793","blue","up","control","BP"
"blue_control","111","28",5.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051093"">GO:0051093</a>","negative regulation of developmental process","Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).",0.003359559,2.47,"GO:0051093","blue","up","control","BP"
"blue_control","112","29",9.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031646"">GO:0031646</a>","positive regulation of nervous system process","Any process that activates or increases the frequency, rate or extent of a neurophysiological process.",0.00323245,2.49,"GO:0031646","blue","up","control","BP"
"blue_control","113","29",2.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048518"">GO:0048518</a>","positive regulation of biological process","Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",0.002315801,2.64,"GO:0048518","blue","up","control","BP"
"blue_control","114","29",3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048522"">GO:0048522</a>","positive regulation of cellular process","Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",0.002729352,2.56,"GO:0048522","blue","up","control","BP"
"blue_control","115","29",2.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048519"">GO:0048519</a>","negative regulation of biological process","Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",0.004003148,2.4,"GO:0048519","blue","up","control","BP"
"blue_control","116","29",3.17,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048523"">GO:0048523</a>","negative regulation of cellular process","Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",0.002072205,2.68,"GO:0048523","blue","up","control","BP"
